node_id,node_attr
0,user:current_user
1,item:b000001cw0
2,time_bucket:2007_03
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:dance_pop
7,store:maria_muldaur_format:_audio_cd
8,price_range:medium
9,aspect:delivery
10,item:b000002o4t
11,category:country
12,category:classic_country
13,category:nashville_sound
14,store:soundtrack_artist_format:_audio_cd
15,price_range:low
16,item:b0006ssox6
17,category:classical
18,category:forms_genres
19,category:concertos
20,store:sinfonia_varsovia_hobson_ian_artist_format:_audio_cd
