node_id,node_attr
0,user:current_user
1,item:b000008eqd
2,time_bucket:2019_01
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:country
7,category:country_general
8,category:cds_7_-_10
9,store:bobbie_cryner_format:_audio_cd
10,price_range:medium
11,item:b000002l5i
12,time_bucket:2020_04
13,category:blues
14,category:regional_blues
15,category:chicago_blues
16,store:kenny_wayne_shepherd_format:_audio_cd
17,item:b01lzq6jhv
18,time_bucket:2020_07
19,category:international_music
20,store:squeezebox_lange_ted_mollie_b_artist_format:_audio_cd
