node_id,node_attr
0,user:current_user
1,item:b000079bgm
2,time_bucket:2009_08
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:symphonies
7,store:garrett_david_artist_format:_audio_cd
8,price_range:high
9,aspect:price
10,item:b000008lu2
11,time_bucket:2009_10
12,category:rock
13,category:progressive
14,category:electronic
15,store:nik_tyndall_format:_audio_cd
16,price_range:medium
17,aspect:design
18,item:b002pgo8gy
19,time_bucket:2009_11
20,store:the_priests_artist_format:_audio_cd
21,price_range:low
