node_id,node_attr
0,user:current_user
1,item:b0000swn9i
2,time_bucket:2004_10
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:france
9,store:garou_format:_audio_cd
10,price_range:low
11,aspect:delivery
12,aspect:size
13,item:b00009qgan
14,time_bucket:2004_11
15,category:latin_music
16,category:latin_pop
17,store:tisuby_georgina_format:_audio_cd
18,item:b00061qj6w
19,category:dance_electronic
20,category:electronica
21,store:cirque_du_soleil_format:_audio_cd
22,aspect:comfort
