node_id,node_attr
0,user:current_user
1,item:b000ptyuqg
2,time_bucket:2008_01
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:forms_genres
7,category:theatrical_incidental_program_music
8,category:tone_poems
9,store:igor_stravinsky_conductor_format:_audio_cd
10,price_range:medium
11,item:b000066rlv
12,category:children_s_music
13,category:sing-a-longs
14,store:maria_muldaur_music_for_little_people_format:_audio_cd
15,price_range:low
16,aspect:delivery
17,item:b000b0woeo
18,time_bucket:2008_02
19,category:today_s_deals_in_music
20,category:alternative_rock
21,category:alternative_general
22,category:cds_7_-_10
23,store:fiona_apple_format:_audio_cd
