node_id,node_attr
0,user:current_user
1,item:b000068pw9
2,time_bucket:2002_07
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:vocal_pop
7,store:emma_shapplin_format:_audio_cd
8,price_range:medium
9,aspect:performance
10,item:b00005a88n
11,time_bucket:2002_09
12,category:international_music
13,category:europe
14,category:continental_europe
15,category:spain
16,store:hevia_format:_audio_cd
17,aspect:size
18,item:b000069kbc
19,time_bucket:2002_10
20,category:jazz
21,category:acid_jazz
22,store:jamiroquai_format:_audio_cd
23,price_range:low
24,aspect:delivery
