node_id,node_attr
0,user:current_user
1,item:b000bkzt14
2,time_bucket:2006_12
3,category:digital_music
4,category:cds_vinyl
5,category:holiday_wedding
6,category:christmas
7,store:the_starlite_orchestra_regency_singers_format:_audio_cd
8,price_range:low
9,item:b000dzjhsi
10,time_bucket:2007_01
11,category:international_music
12,category:europe
13,category:continental_europe
14,category:italy
15,store:jean-francois_breau_format:_audio_cd
16,price_range:medium
17,item:b000n2g3ry
18,time_bucket:2007_06
19,category:r_b
20,category:contemporary_r_b
21,store:amy_winehouse_format:_audio_cd
22,aspect:fit
