node_id,node_attr
0,user:current_user
1,item:b000063207
2,time_bucket:2002_03
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:darren_hayes_format:_audio_cd
8,price_range:medium
9,aspect:delivery
10,aspect:design
11,item:b00005tq2n
12,category:international_music
13,category:europe
14,category:continental_europe
15,category:italy
16,store:alessandro_safina_format:_audio_cd
17,price_range:low
18,aspect:performance
19,item:b00004wzol
20,time_bucket:2002_04
21,category:france
22,store:gipsy_kings_format:_audio_cd
23,aspect:fit
