node_id,node_attr
0,user:current_user
1,item:b000hkdecy
2,time_bucket:2008_03
3,category:movies_tv
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:rated:_unrated_format:_dvd
8,price_range:low
9,aspect:design
10,aspect:fit
11,item:b000uo75ay
12,category:digital_music
13,category:r_b
14,category:funk
15,store:sharon_jones_the_dap-kings_format:_audio_cd
16,price_range:medium
17,aspect:delivery
18,aspect:comfort
19,aspect:performance
20,item:b000001ay2
21,category:blues
22,category:regional_blues
23,category:east_coast_blues
24,store:louis_jordan_format:_audio_cd
25,price_range:unknown
