node_id,node_attr
0,user:current_user
1,item:b000001kdf
2,time_bucket:2007_02
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:classical
7,category:classical_general
8,category:cds_under_7
9,store:foster_composer_sousa_composer_arthur_hannes_performer_0_more_format:_audio_cd
10,price_range:low
11,aspect:price
12,aspect:value
13,item:b000001cw0
14,time_bucket:2007_03
15,category:pop
16,category:dance_pop
17,store:maria_muldaur_format:_audio_cd
18,price_range:medium
19,aspect:delivery
20,item:b000002o4t
21,category:country
22,category:classic_country
23,category:nashville_sound
24,store:soundtrack_artist_format:_audio_cd
