node_id,node_attr
0,user:current_user
1,item:b000168aci
2,time_bucket:2004_05
3,category:digital_music
4,category:cds_vinyl
5,category:broadway_vocalists
6,category:cabaret
7,store:beno_t_charest_composer_ben_charest_composer_format:_audio_cd
8,price_range:low
9,item:b00000afyl
10,time_bucket:2004_06
11,category:soundtracks
12,category:movie_scores
13,store:john_barry_composer_john_debney_conductor_royalscottish_national_orchestra_orche
14,price_range:medium
15,aspect:quality
16,aspect:packaging
17,aspect:design
18,item:b000067fsg
19,time_bucket:2004_08
20,category:international_music
21,category:europe
22,category:continental_europe
23,category:spain
24,store:amaral_format:_audio_cd
25,aspect:delivery
