node_id,node_attr
0,user:current_user
1,item:b000001387
2,time_bucket:2001_11
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:north_america
7,category:native_american
8,store:r._carlos_nakai_william_eaton_format:_audio_cd
9,price_range:medium
10,aspect:taste
11,aspect:comfort
12,item:b00005rgni
13,category:pop
14,category:oldies
15,category:traditional_pop
16,store:josh_groban_format:_audio_cd
17,price_range:low
18,item:b00004nkbf
19,category:dance_electronic
20,category:house
21,store:sonique_artist_format:_audio_cd
