node_id,node_attr
0,user:current_user
1,item:b00000g436
2,time_bucket:2001_04
3,category:digital_music
4,category:cds_vinyl
5,category:dance_electronic
6,category:ambient
7,store:al_gromer_khan_format:_audio_cd
8,price_range:unknown
9,item:b00002epmb
10,category:broadway_vocalists
11,category:musicals
12,store:cirque_du_soleil_cirque_du_soleil_format:_audio_cd
13,price_range:low
14,item:b000002m7v
15,category:international_music
16,category:north_america
17,category:native_american
18,store:various_artists_artist_format:_audio_cd
