node_id,node_attr
0,user:current_user
1,item:b0000026sp
2,time_bucket:2006_07
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:swing_jazz
7,category:classic_big_band
8,store:doris_day_16_most_requested_songs_of_the_decade:_series_format:_audio_cd
9,price_range:medium
10,item:b000002udq
11,category:blues
12,category:electric_blues
13,store:canned_heat_format:_audio_cd
14,item:b000000ecn
15,category:classic_rock
16,category:psychedelic_rock
17,store:country_joe_the_fish_format:_audio_cd
18,price_range:low
19,aspect:comfort
