node_id,node_attr
0,user:current_user
1,item:b002hmhr7s
2,time_bucket:2014_06
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:soul-jazz_boogaloo
7,store:phyllis_hyman_format:_audio_cd
8,price_range:low
9,item:b00ec6vqds
10,time_bucket:2017_02
11,category:international_music
12,category:europe
13,category:continental_europe
14,category:spain
15,store:armik_format:_audio_cd
16,price_range:medium
17,item:b0000062p5
18,time_bucket:2017_09
19,category:jazz_fusion
20,store:chuck_mangione_format:_audio_cd
