node_id,node_attr
0,user:current_user
1,item:b00000d9tk
2,time_bucket:2001_12
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:france
9,store:celine_dion_format:_audio_cd
10,price_range:low
11,item:b00003iqj1
12,category:dance_electronic
13,category:ambient
14,store:emma_shapplin_format:_audio_cd
15,price_range:medium
16,item:b000005ddi
17,time_bucket:2002_01
18,category:pop
19,category:adult_alternative
20,store:jay_semko_format:_audio_cd
