node_id,node_attr
0,user:current_user
1,item:b0000009k8
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:british_isles
8,category:britain
9,store:james_hunter_format:_audio_cd
10,price_range:medium
11,aspect:delivery
12,aspect:performance
13,item:b00004wk1h
14,category:ireland
15,store:susana_seivane_format:_audio_cd
16,item:b0009y262c
17,category:continental_europe
18,category:portugal
19,store:mariza_format:_audio_cd
20,aspect:quality
