node_id,node_attr
0,user:current_user
1,item:b000b0woeo
2,time_bucket:2008_02
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:alternative_rock
7,category:alternative_general
8,category:cds_7_-_10
9,store:fiona_apple_format:_audio_cd
10,price_range:medium
11,item:b000000b90
12,time_bucket:2008_05
13,category:pop
14,category:oldies
15,category:traditional_pop
16,store:lennon_sisters_format:_audio_cd
17,item:b000000bb8
18,category:jazz
19,category:traditional_jazz_ragtime
20,category:ragtime
21,store:jo_ann_castle_format:_audio_cd
22,price_range:low
