node_id,node_attr
0,user:current_user
1,item:b000uo75ay
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:r_b
6,category:funk
7,store:sharon_jones_the_dap-kings_format:_audio_cd
8,price_range:medium
9,aspect:delivery
10,aspect:comfort
11,aspect:performance
12,item:b000001ay2
13,category:blues
14,category:regional_blues
15,category:east_coast_blues
16,store:louis_jordan_format:_audio_cd
17,price_range:unknown
18,aspect:fit
19,item:b0000046rn
20,category:pop
21,category:oldies
22,category:traditional_pop
23,store:ella_fitzgerald_format:_audio_cd
24,price_range:premium
