node_id,node_attr
0,user:current_user
1,item:b00004wk1h
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:british_isles
8,category:ireland
9,store:susana_seivane_format:_audio_cd
10,price_range:medium
11,item:b0009y262c
12,category:continental_europe
13,category:portugal
14,store:mariza_format:_audio_cd
15,aspect:quality
16,aspect:delivery
17,item:b000002u51
18,category:pop
19,category:oldies
20,category:traditional_pop
21,store:frank_sinatra_format:_audio_cd
22,price_range:high
23,aspect:taste
