node_id,node_attr
0,user:current_user
1,item:b000009ccr
2,time_bucket:2017_02
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:christian_gospel
7,category:christian_general
8,category:cds_under_7
9,store:the_oak_ridge_boys_format:_audio_cd
10,price_range:low
11,item:b00006la1k
12,category:opera_classical_vocal
13,category:vocal_non-opera
14,category:noels
15,store:gatlin_brothers_format:_audio_cd
16,price_range:medium
17,item:b00062135i
18,category:gospel
19,category:southern
20,store:larry_gatlin_format:_audio_cd
