node_id,node_attr
0,user:current_user
1,item:b00004tzzr
2,time_bucket:2006_10
3,category:digital_music
4,category:cds_vinyl
5,category:classic_rock
6,category:southern_rock
7,store:the_amazing_rhythm_aces_format:_audio_cd
8,price_range:unknown
9,aspect:quality
10,aspect:fit
11,item:b000002koq
12,time_bucket:2006_11
13,category:rock
14,category:country_rock
15,store:joni_mitchell_format:_audio_cd
16,price_range:low
17,aspect:delivery
18,item:b000001106
19,category:comedy_spoken_word
20,category:comedic_music
21,store:tiny_tim_format:_audio_cd
