node_id,node_attr
0,user:current_user
1,item:b000003eru
2,time_bucket:2006_07
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:classical
7,category:classical_general
8,category:cds_7_-_10
9,store:olivier_messiaen_composer_tashi_quartet_performer_peter_serkin_performer_richard
10,price_range:medium
11,aspect:fit
12,item:b0000026sp
13,category:jazz
14,category:swing_jazz
15,category:classic_big_band
16,store:doris_day_16_most_requested_songs_of_the_decade:_series_format:_audio_cd
17,item:b000002udq
18,category:blues
19,category:electric_blues
20,store:canned_heat_format:_audio_cd
