node_id,node_attr
0,user:current_user
1,item:b000005ddi
2,time_bucket:2002_01
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_alternative
7,store:jay_semko_format:_audio_cd
8,price_range:medium
9,item:b00005r2m3
10,category:today_s_deals_in_music
11,category:dance_dj
12,category:dance_general
13,category:cds_7_-_10
14,store:shakira_format:_audio_cd
15,price_range:low
16,item:b000009mv1
17,category:dance_electronic
18,category:world_dance
19,store:lhasa_de_sela_format:_audio_cd
