node_id,node_attr
0,user:current_user
1,item:b0018lmkik
2,time_bucket:2016_11
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:country_rock
7,store:creedence_clearwater_revival_format:_audio_cd
8,price_range:unknown
9,aspect:value
10,item:b0000cfw87
11,category:children_s_music
12,category:educational
13,store:josh_groban_format:_audio_cd
14,price_range:low
15,item:b00005y7i2
16,time_bucket:2021_01
17,category:pop
18,category:oldies
19,category:doo_wop
20,store:various_artists_artist_format:_audio_cd
21,price_range:medium
