node_id,node_attr
0,user:current_user
1,item:b00004x0ku
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:middle_east
7,category:israel
8,store:the_klezmatics_artist_the_burning_bush_artist_klezroym_artist_zohar_artist_ofra_
9,price_range:medium
10,item:b000e1nx1s
11,category:r_b
12,category:soul
13,category:blue-eyed_soul
14,store:james_hunter_format:_audio_cd
15,aspect:delivery
16,aspect:performance
17,item:b00005yw4h
18,category:pop
19,category:singer-songwriters
20,store:norah_jones_format:_audio_cd
21,price_range:low
22,aspect:comfort
