node_id,node_attr
0,user:current_user
1,item:b00000j5zu
2,time_bucket:2007_03
3,category:digital_music
4,category:cds_vinyl
5,category:rock
6,category:oldies_retro
7,category:rockabilly
8,store:ricky_nelson_format:_audio_cd
9,price_range:medium
10,aspect:quality
11,aspect:value
12,item:b000002wfd
13,time_bucket:2007_04
14,category:today_s_deals_in_music
15,category:pop
16,category:easy_listening
17,category:cds_7_-_10
18,store:hugo_montenegro_ennio_morricone_format:_audio_cd
19,aspect:performance
20,item:b0000017ea
21,category:oldies
22,category:traditional_pop
23,store:annette_hanshaw_format:_audio_cd
24,price_range:low
