node_id,node_attr
0,user:current_user
1,item:b0006ssnpa
2,time_bucket:2006_01
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:france
9,store:paris_combo_format:_audio_cd
10,price_range:medium
11,item:b00068v37a
12,category:soundtracks
13,category:movie_scores
14,store:rachmaninov_sergei_artist_format:_audio_cd
15,price_range:low
16,aspect:performance
17,aspect:fit
18,item:b000cd0p8m
19,category:today_s_deals_in_music
20,category:dance_dj
21,category:dance_general
22,category:cds_7_-_10
23,store:natasha_bedingfield_format:_audio_cd
24,aspect:size
