node_id,node_attr
0,user:current_user
1,item:b00000j2qd
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:middle_east
7,category:israel
8,store:bartomeu_carceres_composer_juan_del_encina_composer_garcimunos_composer_luis_de_
9,price_range:medium
10,aspect:delivery
11,item:b00000jbdw
12,category:jazz
13,category:swing_jazz
14,category:classic_big_band
15,store:peggy_lee_benny_goodman_format:_audio_cd
16,price_range:low
17,aspect:performance
18,item:b000hojni4
19,time_bucket:2008_04
20,category:r_b
21,category:soul
22,store:howlin_wilf_the_vee-jays_artist_james_hunter_artist_format:_audio_cd
