node_id,node_attr
0,user:current_user
1,item:b000001ay2
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:blues
6,category:regional_blues
7,category:east_coast_blues
8,store:louis_jordan_format:_audio_cd
9,price_range:unknown
10,aspect:fit
11,item:b0000046rn
12,category:pop
13,category:oldies
14,category:traditional_pop
15,store:ella_fitzgerald_format:_audio_cd
16,price_range:premium
17,aspect:delivery
18,item:b00006wl1q
19,category:holiday_wedding
20,category:christmas
21,store:ella_fitzgerald_artist_format:_audio_cd
22,price_range:low
23,aspect:quality
