node_id,node_attr
0,user:current_user
1,item:b000e1nx1s
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:r_b
6,category:soul
7,category:blue-eyed_soul
8,store:james_hunter_format:_audio_cd
9,price_range:medium
10,aspect:delivery
11,aspect:performance
12,item:b00005yw4h
13,category:pop
14,category:singer-songwriters
15,store:norah_jones_format:_audio_cd
16,price_range:low
17,aspect:comfort
18,item:b0000009k8
19,category:international_music
20,category:europe
21,category:british_isles
22,category:britain
