node_id,node_attr
0,user:current_user
1,item:b00000092x
2,time_bucket:2006_12
3,category:digital_music
4,category:cds_vinyl
5,category:latin_music
6,category:latin_pop
7,store:albert_hammond_format:_audio_cd
8,price_range:low
9,aspect:value
10,item:b00008bx4z
11,category:jazz
12,category:swing_jazz
13,category:vintage_dance_bands
14,store:bowlly_al_artist_format:_audio_cd
15,price_range:unknown
16,item:b00004su9z
17,category:folk
18,category:traditional_folk
19,store:malvina_reynolds_format:_audio_cd
20,price_range:medium
