node_id,node_attr
0,user:current_user
1,item:b0000026rf
2,time_bucket:2006_07
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:eastern_europe
8,category:polka
9,store:lawrence_welk_format:_audio_cd
10,price_range:medium
11,item:b000003eru
12,category:today_s_deals_in_music
13,category:classical
14,category:classical_general
15,category:cds_7_-_10
16,store:olivier_messiaen_composer_tashi_quartet_performer_peter_serkin_performer_richard
17,aspect:fit
18,item:b0000026sp
19,category:jazz
20,category:swing_jazz
21,category:classic_big_band
22,store:doris_day_16_most_requested_songs_of_the_decade:_series_format:_audio_cd
