node_id,node_attr
0,user:current_user
1,item:b000004ate
2,time_bucket:2004_10
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:swing_jazz
7,category:contemporary_big_band
8,store:squirrel_nut_zippers_format:_audio_cd
9,price_range:medium
10,item:b000006oam
11,time_bucket:2004_12
12,category:folk
13,category:traditional_folk
14,store:natalie_merchant_ralph_farris_format:_audio_cd
15,item:b0000001p6
16,time_bucket:2005_01
17,category:blues
18,category:piano_blues
19,store:dr._john_format:_audio_cd
