node_id,node_attr
0,user:current_user
1,item:b0000e32x7
2,time_bucket:2004_01
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:josh_groban_format:_audio_cd
8,price_range:medium
9,item:b0000cfw87
10,category:children_s_music
11,category:educational
12,price_range:low
13,item:b0000x2djs
14,category:international_music
15,category:europe
16,category:continental_europe
17,category:italy
18,store:tiziano_ferro_format:_audio_cd
19,aspect:delivery
20,aspect:taste
