node_id,node_attr
0,user:current_user
1,item:b000000dim
2,time_bucket:2012_12
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:country
7,category:country_general
8,category:cds_7_-_10
9,store:eddy_arnold_format:_audio_cd
10,price_range:low
11,item:b00fe1km08
12,time_bucket:2015_12
13,category:pop
14,category:vocal_pop
15,store:the_piano_guys_artist_format:_audio_cd
16,price_range:medium
17,item:b000002t19
18,time_bucket:2017_01
19,category:cds_under_7
20,store:the_oak_ridge_boys_format:_audio_cd
