node_id,node_attr
0,user:current_user
1,item:6305614350
2,time_bucket:2002_04
3,category:movies_tv
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:sarah_brightman_actor_david_mallet_director_frank_peterson_director_0_more_rated
8,price_range:medium
9,aspect:quality
10,aspect:performance
11,item:b00004tzyf
12,category:digital_music
13,category:folk
14,category:british_celtic_folk
15,category:celtic_folk
16,store:karan_casey_format:_audio_cd
17,price_range:low
18,item:b000000hy6
19,category:soundtracks
20,category:movie_soundtracks
21,store:various_artists_artist_format:_audio_cd
