node_id,node_attr
0,user:current_user
1,item:b00006la1k
2,time_bucket:2017_02
3,category:digital_music
4,category:cds_vinyl
5,category:opera_classical_vocal
6,category:vocal_non-opera
7,category:noels
8,store:gatlin_brothers_format:_audio_cd
9,price_range:medium
10,item:b00062135i
11,category:christian_gospel
12,category:gospel
13,category:southern
14,store:larry_gatlin_format:_audio_cd
15,item:b01kv3zwye
16,category:holiday_wedding
17,category:christmas
18,store:the_oak_ridge_boys_artist_format:_audio_cd
