node_id,node_attr
0,user:current_user
1,item:b00004tzyf
2,time_bucket:2002_04
3,category:digital_music
4,category:cds_vinyl
5,category:folk
6,category:british_celtic_folk
7,category:celtic_folk
8,store:karan_casey_format:_audio_cd
9,price_range:low
10,item:b000000hy6
11,category:soundtracks
12,category:movie_soundtracks
13,store:various_artists_artist_format:_audio_cd
14,price_range:medium
15,item:b00005o54o
16,category:international_music
17,category:europe
18,category:continental_europe
19,category:italy
20,store:alessandro_safina_format:_audio_cd
21,aspect:performance
