node_id,node_attr
0,user:current_user
1,item:b000bli3bg
2,time_bucket:2008_12
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:vocal_pop
7,store:lee_holdridge_composer_ron_perlman_performer_format:_audio_cd
8,price_range:high
9,aspect:delivery
10,item:b001avtlg2
11,category:international_music
12,category:europe
13,category:british_isles
14,category:britain
15,store:beth_rowley_format:_audio_cd
16,price_range:medium
17,item:b001daya6q
18,time_bucket:2009_01
19,category:classical
20,category:sacred_religious
21,store:the_priests_artist_format:_audio_cd
22,price_range:low
23,aspect:size
24,aspect:value
25,aspect:performance
