node_id,node_attr
0,user:current_user
1,item:b00002mz4a
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:portugal
9,store:misia_format:_audio_cd
10,price_range:medium
11,aspect:delivery
12,item:b000n3awde
13,category:france
14,store:celine_dion_format:_audio_cd
15,price_range:unknown
16,item:b00000j2qd
17,category:middle_east
18,category:israel
19,store:bartomeu_carceres_composer_juan_del_encina_composer_garcimunos_composer_luis_de_
