node_id,node_attr
0,user:current_user
1,item:b000000hy6
2,time_bucket:2002_04
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_soundtracks
7,store:various_artists_artist_format:_audio_cd
8,price_range:medium
9,item:b00005o54o
10,category:international_music
11,category:europe
12,category:continental_europe
13,category:italy
14,store:alessandro_safina_format:_audio_cd
15,aspect:performance
16,item:b0000007hy
17,category:classical
18,category:forms_genres
19,category:theatrical_incidental_program_music
20,category:incidental_music
21,store:pathways_of_baroque_music-secu_artist_format:_audio_cd
