node_id,node_attr
0,user:current_user
1,item:b000bdiwuq
2,time_bucket:2005_11
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:darren_hayes_format:_audio_cd
8,price_range:low
9,aspect:scent
10,aspect:comfort
11,item:b000001kf3
12,category:today_s_deals_in_music
13,category:classical
14,category:classical_general
15,category:cds_under_7
16,store:cohen_samuel_composer_goldfarb_composer_handel_george_frederick_composer_lewando
17,price_range:medium
18,aspect:price
19,item:b0007gaegc
20,category:international_music
21,category:europe
22,category:british_isles
23,category:ireland
24,store:celtic_woman_format:_audio_cd
