node_id,node_attr
0,user:current_user
1,item:b00001ivqn
2,time_bucket:2002_06
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,store:giovanni_battista_pergolesi_performer_christophe_rousset_performer_barbara_bonne
7,price_range:low
8,item:b000001gbj
9,time_bucket:2002_07
10,category:pop
11,category:easy_listening
12,store:secret_garden_format:_audio_cd
13,price_range:medium
14,aspect:performance
15,item:b000068pw9
16,category:vocal_pop
17,store:emma_shapplin_format:_audio_cd
