node_id,node_attr
0,user:current_user
1,item:b00000273m
2,time_bucket:2006_09
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:pop
7,category:pop_rock
8,category:cds_7_-_10
9,store:the_bangles_format:_audio_cd
10,price_range:low
11,item:b000fp2iyq
12,category:folk
13,category:contemporary_folk
14,store:linda_ronstadt_linda_ronstadt_ann_savoy_-the_zozo_sisters_format:_audio_cd
15,price_range:medium
16,item:b00004tzzr
17,time_bucket:2006_10
18,category:classic_rock
19,category:southern_rock
20,store:the_amazing_rhythm_aces_format:_audio_cd
21,price_range:unknown
22,aspect:quality
23,aspect:fit
