node_id,node_attr
0,user:current_user
1,item:b00005r8e1
2,time_bucket:2016_11
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:girl_groups
8,store:various_artists_artist_format:_audio_cd
9,price_range:medium
10,item:b00000jwne
11,category:today_s_deals_in_music
12,category:pop_general
13,category:cds_7_-_10
14,store:smokey_robinson_the_miracles_artist_format:_audio_cd
15,price_range:low
16,aspect:price
17,item:b00000k1i5
18,store:temptations_format:_audio_cd
19,aspect:value
