node_id,node_attr
0,user:current_user
1,item:b00005jga4
2,time_bucket:2005_11
3,category:digital_music
4,category:cds_vinyl
5,category:country
6,category:today_s_country
7,store:bread_format:_audio_cd
8,price_range:medium
9,aspect:comfort
10,item:b000boh8xw
11,time_bucket:2005_12
12,category:international_music
13,category:south_central_america
14,category:colombia
15,store:shakira_format:_audio_cd
16,price_range:low
17,item:b000bisbdy
18,time_bucket:2006_01
19,category:rock
20,category:oldies_retro
21,category:rockabilly
22,store:johnny_cash_format:_audio_cd
