node_id,node_attr
0,user:current_user
1,item:b00004rdjg
2,time_bucket:2001_11
3,category:digital_music
4,category:cds_vinyl
5,category:comedy_spoken_word
6,category:comedic_music
7,store:arrogant_worms_artist_format:_audio_cd
8,price_range:medium
9,item:b00004sbwu
10,category:new_age
11,category:healing
12,store:rasa_format:_audio_cd
13,price_range:low
14,aspect:size
15,item:b000001387
16,category:international_music
17,category:north_america
18,category:native_american
19,store:r._carlos_nakai_william_eaton_format:_audio_cd
20,aspect:taste
21,aspect:comfort
