node_id,node_attr
0,user:current_user
1,item:b000002nak
2,time_bucket:2005_11
3,category:digital_music
4,category:cds_vinyl
5,category:broadway_vocalists
6,category:musicals
7,store:antonio_banderas_madonna_jonathan_pryce_evita_related_recordings_andrew_lloyd_we
8,price_range:low
9,item:b00005jga4
10,category:country
11,category:today_s_country
12,store:bread_format:_audio_cd
13,price_range:medium
14,aspect:comfort
15,item:b000boh8xw
16,time_bucket:2005_12
17,category:international_music
18,category:south_central_america
19,category:colombia
20,store:shakira_format:_audio_cd
