node_id,node_attr
0,user:current_user
1,item:b0000064fa
2,time_bucket:2004_07
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:vocal_pop
7,store:ssgt._barry_sadler_format:_audio_cd
8,price_range:low
9,aspect:quality
10,item:b000002pch
11,category:today_s_deals_in_music
12,category:pop_rock
13,category:cds_7_-_10
14,store:cass_elliot_format:_audio_cd
15,price_range:medium
16,item:b000001fdk
17,category:soundtracks
18,category:movie_soundtracks
19,store:olivia_newton-john_stockard_channing_warren_casey_jim_jacobs_sha_na_na_grease_re
