node_id,node_attr
0,user:current_user
1,item:b0091v6td6
2,time_bucket:2017_02
3,category:digital_music
4,category:cds_vinyl
5,category:holiday_wedding
6,category:christmas
7,store:stan_whitmire_format:_audio_cd
8,price_range:medium
9,item:b00nvb0fri
10,category:pop
11,category:vocal_pop
12,store:anita_kerr_artist_chet_atkins_artist_format:_audio_cd
13,price_range:unknown
14,item:b0006h0fgg
15,store:sandi_patti_artist_canadian_brass_performer_the_mormon_tabernacle_choir_performe
16,price_range:low
