node_id,node_attr
0,user:current_user
1,item:b0000259am
2,time_bucket:2008_04
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:british_isles
8,category:britain
9,store:james_hunter_format:_audio_cd
10,price_range:unknown
11,aspect:scent
12,item:b000009ny9
13,category:pop
14,category:oldies
15,category:traditional_pop
16,store:frank_sinatra_format:_audio_cd
17,price_range:low
18,item:b000pmfplw
19,category:movies_tv
20,category:britain_ireland
21,store:howlin_wilf_the_veejays_actor_rated:_nr_format:_dvd
22,price_range:medium
23,aspect:price
24,aspect:quality
25,aspect:delivery
