node_id,node_attr
0,user:current_user
1,item:b00005a88n
2,time_bucket:2002_09
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:spain
9,store:hevia_format:_audio_cd
10,price_range:medium
11,aspect:size
12,item:b000069kbc
13,time_bucket:2002_10
14,category:jazz
15,category:acid_jazz
16,store:jamiroquai_format:_audio_cd
17,price_range:low
18,aspect:delivery
19,item:b00006lskr
20,time_bucket:2002_11
21,category:italy
22,store:tiziano_ferro_format:_audio_cd
23,aspect:value
