node_id,node_attr
0,user:current_user
1,item:b00007kq70
2,time_bucket:2016_11
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:adult_contemporary
7,store:lionel_richie_format:_audio_cd
8,price_range:low
9,item:b0000058ik
10,category:classical
11,category:forms_genres
12,category:theatrical_incidental_program_music
13,category:overtures
14,store:rossini_gioachino_composer_verdi_giuseppe_composer_bizet_georges_composer_puccin
15,item:b0041w566q
16,category:oldies
17,store:various_original_artist_re-recording_artist_format:_audio_cd
