node_id,node_attr
0,user:current_user
1,item:b00000afyl
2,time_bucket:2004_06
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_scores
7,store:john_barry_composer_john_debney_conductor_royalscottish_national_orchestra_orche
8,price_range:medium
9,aspect:quality
10,aspect:packaging
11,aspect:design
12,item:b000067fsg
13,time_bucket:2004_08
14,category:international_music
15,category:europe
16,category:continental_europe
17,category:spain
18,store:amaral_format:_audio_cd
19,aspect:delivery
20,item:b0001dmumw
21,price_range:unknown
