node_id,node_attr
0,user:current_user
1,item:b000002ifl
2,time_bucket:2005_01
3,category:digital_music
4,category:cds_vinyl
5,category:today_s_deals_in_music
6,category:dance_dj
7,category:dance_general
8,category:cds_7_-_10
9,store:simply_red_format:_audio_cd
10,price_range:medium
11,item:b0002f7i9y
12,category:blues
13,category:piano_blues
14,store:ray_charles_ray_charles_and_the_count_basie_orchestra_format:_audio_cd
15,item:b0001ul7ry
16,time_bucket:2005_02
17,category:pop
18,category:adult_alternative
19,store:avril_lavigne_format:_audio_cd
