node_id,node_attr
0,user:current_user
1,item:b00000dcit
2,time_bucket:2001_10
3,category:digital_music
4,category:cds_vinyl
5,category:new_age
6,category:meditation
7,store:mythos_new_age_format:_audio_cd
8,price_range:medium
9,item:b00005rdcq
10,category:pop
11,category:oldies
12,category:traditional_pop
13,store:sarah_brightman_format:_audio_cd
14,price_range:unknown
15,aspect:price
16,item:b00004rdjg
17,time_bucket:2001_11
18,category:comedy_spoken_word
19,category:comedic_music
20,store:arrogant_worms_artist_format:_audio_cd
