node_id,node_attr
0,user:current_user
1,item:b000002wpo
2,time_bucket:2008_03
3,category:digital_music
4,category:cds_vinyl
5,category:jazz
6,category:swing_jazz
7,category:classic_big_band
8,store:tommy_dorsey_frank_sinatra_format:_audio_cd
9,price_range:high
10,aspect:quality
11,item:b00022ls8o
12,category:international_music
13,category:europe
14,category:continental_europe
15,category:greece
16,store:putumayo_presents_format:_audio_cd
17,price_range:medium
18,item:b0000dbjdb
19,category:france
20,store:various_artists_artist_format:_audio_cd
21,aspect:delivery
