node_id,node_attr
0,user:current_user
1,item:b0026lym8c
2,time_bucket:2009_06
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:far_east_asia
7,category:japan
8,store:utada_format:_audio_cd
9,price_range:medium
10,item:b000wtncya
11,category:jazz
12,category:vocal_jazz
13,store:melody_gardot_format:_audio_cd
14,aspect:delivery
15,aspect:fit
16,item:b001uw58ww
17,time_bucket:2009_07
18,category:classical
19,category:chamber_music
20,store:david_garrett_artist_format:_audio_cd
21,price_range:low
22,aspect:price
23,aspect:scent
24,aspect:performance
