node_id,node_attr
0,user:current_user
1,item:b0001dmumw
2,time_bucket:2004_08
3,category:digital_music
4,category:cds_vinyl
5,category:international_music
6,category:europe
7,category:continental_europe
8,category:spain
9,store:amaral_format:_audio_cd
10,price_range:unknown
11,aspect:delivery
12,item:b00003q4sw
13,time_bucket:2004_10
14,category:dance_electronic
15,category:world_dance
16,store:eduardo_paniagua_format:_audio_cd
17,price_range:medium
18,aspect:design
19,item:b0000ytqba
20,category:france
21,store:garou_format:_audio_cd
22,price_range:low
23,aspect:size
