node_id,node_attr
0,user:current_user
1,item:b000001fdk
2,time_bucket:2004_07
3,category:digital_music
4,category:cds_vinyl
5,category:soundtracks
6,category:movie_soundtracks
7,store:olivia_newton-john_stockard_channing_warren_casey_jim_jacobs_sha_na_na_grease_re
8,price_range:low
9,item:b000003g2c
10,time_bucket:2004_08
11,category:pop
12,category:oldies
13,category:traditional_pop
14,store:louis_armstrong_artist_format:_audio_cd
15,price_range:medium
16,item:b000002orz
17,store:louis_armstrong_format:_audio_cd
