node_id,node_attr
0,user:current_user
1,item:b000002b0e
2,time_bucket:2006_06
3,category:digital_music
4,category:cds_vinyl
5,category:pop
6,category:oldies
7,category:traditional_pop
8,store:boswell_sisters_format:_audio_cd
9,price_range:medium
10,aspect:quality
11,item:b000046pvj
12,category:today_s_deals_in_music
13,category:pop_rock
14,category:cds_7_-_10
15,store:leo_sayer_format:_audio_cd
16,item:b0000026rf
17,time_bucket:2006_07
18,category:international_music
19,category:europe
20,category:eastern_europe
21,category:polka
22,store:lawrence_welk_format:_audio_cd
