node_id,node_attr
0,user:current_user
1,item:b001uw58ww
2,time_bucket:2009_07
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:chamber_music
7,store:david_garrett_artist_format:_audio_cd
8,price_range:low
9,aspect:price
10,aspect:scent
11,aspect:performance
12,item:b0010nx274
13,time_bucket:2009_08
14,category:pop
15,category:easy_listening
16,store:david_garrett_format:_audio_cd
17,price_range:medium
18,item:b000079bgm
19,category:symphonies
20,store:garrett_david_artist_format:_audio_cd
21,price_range:high
