node_id,node_attr
0,user:current_user
1,item:b0006ssox6
2,time_bucket:2007_03
3,category:digital_music
4,category:cds_vinyl
5,category:classical
6,category:forms_genres
7,category:concertos
8,store:sinfonia_varsovia_hobson_ian_artist_format:_audio_cd
9,price_range:low
10,item:b00008mlsk
11,category:jazz
12,category:swing_jazz
13,category:classic_big_band
14,store:maria_muldaur_dan_hicks_format:_audio_cd
15,price_range:medium
16,aspect:quality
17,item:b000i8omnu
18,category:country
19,category:classic_country
20,store:various_artists_artist_format:_audio_cd
